,IS2_file,S1_id,start_date,end_date,track,cycle
100,ATL10-02_20191112091040_07100501_005_02.h5,COPERNICUS/S2_SR/20191112T085959_20191112T085954_T25CDP,11/12/2019,11/13/2019,710,5
101,ATL10-02_20191112091040_07100501_005_02.h5,COPERNICUS/S2_SR/20191112T085959_20191112T085954_T25CEN,11/12/2019,11/13/2019,710,5
102,ATL10-02_20191112091040_07100501_005_02.h5,COPERNICUS/S2_SR/20191112T085959_20191112T085954_T25CEP,11/12/2019,11/13/2019,710,5
103,ATL10-02_20191113084501_07250501_005_02.h5,COPERNICUS/S2_SR/20191113T082939_20191113T083006_T26CMU,11/13/2019,11/14/2019,725,5
104,ATL10-02_20191115075343_07550501_005_02.h5,COPERNICUS/S2_SR/20191115T091009_20191115T091005_T28CFE,11/15/2019,11/16/2019,755,5
105,ATL10-02_20191115075343_07550501_005_02.h5,COPERNICUS/S2_SR/20191115T091009_20191115T091005_T28DEF,11/15/2019,11/16/2019,755,5
106,ATL10-02_20191115075343_07550501_005_02.h5,COPERNICUS/S2_SR/20191115T091009_20191115T091005_T28DFF,11/15/2019,11/16/2019,755,5
107,ATL10-02_20191115075343_07550501_005_02.h5,COPERNICUS/S2_SR/20191115T091009_20191115T091005_T29CMV,11/15/2019,11/16/2019,755,5
108,ATL10-02_20191115075343_07550501_005_02.h5,COPERNICUS/S2_SR/20191115T091009_20191115T091005_T29DMA,11/15/2019,11/16/2019,755,5
109,ATL10-02_20191122080241_08620501_005_02.h5,COPERNICUS/S2_SR/20191122T085949_20191122T085952_T26CNU,11/22/2019,11/23/2019,862,5
110,ATL10-02_20191129094557_09700501_005_02.h5,COPERNICUS/S2_SR/20191129T103149_20191129T103148_T22CDU,11/29/2019,11/30/2019,970,5
111,ATL10-02_20191130092017_09850501_005_02.h5,COPERNICUS/S2_SR/20191130T100049_20191130T100054_T22CEU,11/30/2019,12/1/2019,985,5
112,ATL10-02_20191130092017_09850501_005_02.h5,COPERNICUS/S2_SR/20191130T100049_20191130T100054_T23CMP,11/30/2019,12/1/2019,985,5
113,ATL10-02_20210203133757_06351001_005_01.h5,COPERNICUS/S2_SR/20210203T124909_20210203T124906_T21DWG,2/3/2021,2/4/2021,635,10
114,ATL10-02_20210208130358_07111001_005_01.h5,COPERNICUS/S2_SR/20210208T120239_20210208T120240_T21CWQ,2/8/2021,2/9/2021,711,10
115,ATL10-02_20210208130358_07111001_005_01.h5,COPERNICUS/S2_SR/20210208T120239_20210208T120240_T21CWR,2/8/2021,2/9/2021,711,10
116,ATL10-02_20210208130358_07111001_005_01.h5,COPERNICUS/S2_SR/20210208T120239_20210208T120240_T22CDA,2/8/2021,2/9/2021,711,10
117,ATL10-02_20210209123819_07261001_005_01.h5,COPERNICUS/S2_SR/20210209T113259_20210209T113301_T22CEB,2/9/2021,2/10/2021,726,10
118,ATL10-02_20210211114701_07561001_005_01.h5,COPERNICUS/S2_SR/20210211T103149_20210211T103151_T24CVT,2/11/2021,2/12/2021,756,10
119,ATL10-02_20210212112122_07711001_005_01.h5,COPERNICUS/S2_SR/20210212T100059_20210212T100053_T25CDN,2/12/2021,2/13/2021,771,10
120,ATL10-02_20210302113101_10461001_005_01.h5,COPERNICUS/S2_SR/20210302T110249_20210302T110250_T22CEU,3/2/2021,3/3/2021,1046,10
121,ATL10-02_20210302113101_10461001_005_01.h5,COPERNICUS/S2_SR/20210302T110249_20210302T110250_T23CMP,3/2/2021,3/3/2021,1046,10
122,ATL10-02_20210308085705_11361001_005_01.h5,COPERNICUS/S2_SR/20210308T094019_20210308T094019_T28CDD,3/8/2021,3/9/2021,1136,10
123,ATL10-02_20210308085705_11361001_005_01.h5,COPERNICUS/S2_SR/20210308T094019_20210308T094019_T28CED,3/8/2021,3/9/2021,1136,10
124,ATL10-02_20210308085705_11361001_005_01.h5,COPERNICUS/S2_SR/20210308T094019_20210308T094019_T28CFE,3/8/2021,3/9/2021,1136,10
125,ATL10-02_20210308085705_11361001_005_01.h5,COPERNICUS/S2_SR/20210308T094019_20210308T094019_T28DFF,3/8/2021,3/9/2021,1136,10
126,ATL10-02_20210308085705_11361001_005_01.h5,COPERNICUS/S2_SR/20210308T094019_20210308T094019_T29CMV,3/8/2021,3/9/2021,1136,10
127,ATL10-02_20210308085705_11361001_005_01.h5,COPERNICUS/S2_SR/20210308T094019_20210308T094019_T29DMA,3/8/2021,3/9/2021,1136,10
128,ATL10-02_20210314093148_12281001_005_01.h5,COPERNICUS/S2_SR/20210314T100059_20210314T100055_T26CMV,3/14/2021,3/15/2021,1228,10
129,ATL10-02_20210314093148_12281001_005_01.h5,COPERNICUS/S2_SR/20210314T100059_20210314T100055_T26CNA,3/14/2021,3/15/2021,1228,10
130,ATL10-02_20210314093148_12281001_005_01.h5,COPERNICUS/S2_SR/20210314T100059_20210314T100055_T26CNB,3/14/2021,3/15/2021,1228,10
